date,gold,fx,cpi,oil,set,btc,gold_next,gold_lag1,gold_lag3,gold_roll7_mean,gold_pct_change,fx_lag1,fx_lag3,fx_roll7_mean,fx_pct_change,cpi_lag1,cpi_lag3,cpi_roll7_mean,cpi_pct_change,oil_lag1,oil_lag3,oil_roll7_mean,oil_pct_change,set_lag1,set_lag3,set_roll7_mean,set_pct_change,btc_lag1,btc_lag3,btc_roll7_mean,btc_pct_change
2025-05-14,50900.0,32.9462,100.4,3.651183673469388,1216.7099609375,103539.4140625,50150.0,51200.0,51950.0,51678.57142857143,-0.005859375,32.9462,32.9462,32.9462,0.0,100.4,100.4,100.4,0.0,3.651183673469388,3.651183673469388,3.651183673469388,0.0,1214.3900146484375,1210.93994140625,1209.6714041573662,0.0019103799117898834,104169.8125,102970.8515625,101509.8984375,-0.006051642240404331
2025-05-15,50150.0,32.9462,100.4,3.651183673469388,1194.489990234375,103744.640625,50450.0,50900.0,51000.0,51371.42857142857,-0.014734774066797685,32.9462,32.9462,32.9462,0.0,100.4,100.4,100.4,0.0,3.651183673469388,3.651183673469388,3.651183673469388,0.0,1216.7099609375,1210.93994140625,1210.6185477120537,-0.018262339765842017,103539.4140625,102812.953125,102501.63616071429,0.00198211052629782
2025-05-16,50450.0,32.9462,100.4,3.651183673469388,1195.77001953125,103489.2890625,50700.0,50150.0,51200.0,51092.857142857145,0.005982053838484491,32.9462,32.9462,32.9462,0.0,100.4,100.4,100.4,0.0,3.651183673469388,3.651183673469388,3.651183673469388,0.0,1194.489990234375,1214.3900146484375,1207.1185477120537,0.0010716115725875053,103744.640625,104169.8125,103424.06026785714,-0.0024613470244020386
2025-05-19,50700.0,32.9462,100.4,3.651183673469388,1187.06005859375,105606.1796875,50650.0,50450.0,50900.0,50907.142857142855,0.0049554013875123815,32.9462,32.9462,32.9462,0.0,100.4,100.4,100.4,0.0,3.651183673469388,3.651183673469388,3.651183673469388,0.0,1195.77001953125,1216.7099609375,1204.3285609654017,-0.007283976680494408,103489.2890625,103539.4140625,103761.87723214286,0.020455166367232103
2025-05-20,50650.0,32.9462,100.4,3.651183673469388,1189.1400146484375,106791.0859375,51400.0,50700.0,50150.0,50721.42857142857,-0.0009861932938856066,32.9462,32.9462,32.9462,0.0,100.4,100.4,100.4,0.0,3.651183673469388,3.651183673469388,3.651183673469388,0.0,1187.06005859375,1194.489990234375,1201.2142857142858,0.0017521910872408952,105606.1796875,103744.640625,104307.625,0.011220046530480143
2025-05-21,51400.0,32.9462,100.4,3.651183673469388,1179.81005859375,109678.078125,51450.0,50650.0,50450.0,50778.57142857143,0.014807502467917066,32.9462,32.9462,32.9462,0.0,100.4,100.4,100.4,0.0,3.651183673469388,3.651183673469388,3.651183673469388,0.0,1189.1400146484375,1195.77001953125,1196.7671595982142,-0.007845969305343647,106791.0859375,103489.2890625,105288.35714285714,0.027034018449719976
2025-05-22,51450.0,32.9462,100.4,3.651183673469388,1173.3699951171875,111673.28125,51350.0,51400.0,50700.0,50814.28571428572,0.0009727626459143934,32.9462,32.9462,32.9462,0.0,100.4,100.4,100.4,0.0,3.651183673469388,3.651183673469388,3.651183673469388,0.0,1179.81005859375,1187.06005859375,1190.9071568080358,-0.005458559561899778,109678.078125,105606.1796875,106360.28125,0.018191448638679386
2025-05-23,51350.0,32.9462,100.4,3.651183673469388,1176.3599853515625,107287.796875,51450.0,51450.0,50650.0,50878.57142857143,-0.0019436345966957758,32.9462,32.9462,32.9462,0.0,100.4,100.4,100.4,0.0,3.651183673469388,3.651183673469388,3.651183673469388,0.0,1173.3699951171875,1189.1400146484375,1185.1428745814733,0.002548207510689293,111673.28125,106791.0859375,106895.76450892857,-0.03927066820202352
2025-05-26,51450.0,32.9462,100.4,3.651183673469388,1178.4300537109375,109440.3671875,51150.0,51350.0,51400.0,51064.28571428572,0.0019474196689386325,32.9462,32.9462,32.9462,0.0,100.4,100.4,100.4,0.0,3.651183673469388,3.651183673469388,3.651183673469388,0.0,1176.3599853515625,1179.81005859375,1182.848597935268,0.0017597235413921997,107287.796875,109678.078125,107709.43973214286,0.020063514912212588
2025-05-27,51150.0,32.9462,100.4,3.651183673469388,1163.4200439453125,108994.640625,51300.0,51450.0,51450.0,51164.28571428572,-0.005830903790087438,32.9462,32.9462,32.9462,0.0,100.4,100.4,100.4,0.0,3.651183673469388,3.651183673469388,3.651183673469388,0.0,1178.4300537109375,1173.3699951171875,1178.2271728515625,-0.012737293756517554,109440.3671875,111673.28125,108495.91852678571,-0.004072780217708405
