date,gold,fx,cpi,oil,set,gold_next,gold_lag1,gold_lag3,gold_roll7_mean,gold_pct_change,fx_lag1,fx_lag3,fx_roll7_mean,fx_pct_change,cpi_lag1,cpi_lag3,cpi_roll7_mean,cpi_pct_change,oil_lag1,oil_lag3,oil_roll7_mean,oil_pct_change,set_lag1,set_lag3,set_roll7_mean,set_pct_change
2023-01-05,29122.36,34.0059,100.25,3.914238255033557,1663.8599853515625,29016.24,29319.44,29213.32,29243.64,-0.006721820062047468,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1673.25,1678.969970703125,1673.7624816894531,-0.005611842013110713
2023-01-06,29016.24,34.0059,100.25,3.914238255033557,1673.8599853515625,29122.36,29122.36,29319.44,29198.159999999996,-0.0036439354502862953,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1663.8599853515625,1678.969970703125,1673.781982421875,0.006010121096750254
2023-01-09,29122.36,34.0059,100.25,3.914238255033557,1691.1199951171875,29122.36,29016.24,29319.44,29185.52666666667,0.0036572622779518227,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1673.8599853515625,1673.25,1676.671651204427,0.010311501509488563
2023-01-10,29122.36,34.0059,100.25,3.914238255033557,1691.4100341796875,29167.84,29122.36,29122.36,29176.502857142856,0.0,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1691.1199951171875,1663.8599853515625,1678.777134486607,0.00017150708603619336
2023-01-11,29167.84,34.0059,100.25,3.914238255033557,1685.75,29167.84,29122.36,29016.24,29170.00571428571,0.001561686621551317,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1691.4100341796875,1673.8599853515625,1679.7457101004463,-0.0033463406656639716
2023-01-12,29167.84,34.0059,100.25,3.914238255033557,1687.449951171875,29122.36,29167.84,29122.36,29148.34857142857,0.0,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1685.75,1691.1199951171875,1680.9571358816963,0.0010084242455139503
2023-01-13,29122.36,34.0059,100.25,3.914238255033557,1681.72998046875,29258.8,29167.84,29122.36,29120.194285714282,-0.0015592515592515177,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1687.449951171875,1691.4100341796875,1682.1685616629463,-0.003389712802535416
2023-01-16,29258.8,34.0059,100.25,3.914238255033557,1684.8599853515625,29258.8,29122.36,29167.84,29139.68571428571,0.004685059864653729,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1681.72998046875,1685.75,1685.1685616629463,0.0018611815922673358
2023-01-17,29258.8,34.0059,100.25,3.914238255033557,1681.0400390625,29167.84,29258.8,29167.84,29174.337142857144,0.0,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1684.8599853515625,1687.449951171875,1686.1942836216517,-0.0022672188325877363
2023-01-18,29167.84,34.0059,100.25,3.914238255033557,1685.43994140625,29258.8,29258.8,29122.36,29180.834285714285,-0.0031088082901553626,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1681.0400390625,1681.72998046875,1685.382847377232,0.0026173691533271093
2023-01-19,29258.8,34.0059,100.25,3.914238255033557,1688.47998046875,29319.44,29167.84,29258.8,29200.325714285715,0.0031185031185030354,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1685.43994140625,1684.8599853515625,1684.9642682756696,0.0018037065503286875
2023-01-20,29319.44,34.0059,100.25,3.914238255033557,1677.25,29258.8,29258.8,29258.8,29221.98285714286,0.002072538860103501,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1688.47998046875,1681.0400390625,1683.7499825613838,-0.0066509408454060726
2023-01-23,29258.8,34.0059,100.25,3.914238255033557,1684.0400390625,29410.4,29319.44,29167.84,29234.977142857144,-0.0020682523267838704,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1677.25,1685.43994140625,1683.2628522600446,0.0040483166269189574
2023-01-24,29410.4,34.0059,100.25,3.914238255033557,1682.93994140625,29319.44,29258.8,29258.8,29276.125714285714,0.005181347150259086,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1684.0400390625,1688.47998046875,1683.4357038225446,-0.0006532491097197557
2023-01-25,29319.44,34.0059,100.25,3.914238255033557,1682.1099853515625,29410.4,29410.4,29319.44,29284.788571428573,-0.003092783505154739,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1682.93994140625,1677.25,1683.0428466796875,-0.000493158451034259
2023-01-26,29410.4,34.0059,100.25,3.914238255033557,1671.3399658203125,29319.44,29319.44,29258.8,29306.445714285714,0.0031023784901758056,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1682.1099853515625,1684.0400390625,1681.6571219308037,-0.006402684500442457
2023-01-27,29319.44,34.0059,100.25,3.914238255033557,1681.300048828125,29213.32,29410.4,29410.4,29328.102857142858,-0.003092783505154739,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1671.3399658203125,1682.93994140625,1681.065708705357,0.005959339937715136
2023-01-30,29213.32,34.0059,100.25,3.914238255033557,1681.219970703125,29167.84,29319.44,29319.44,29321.605714285717,-0.003619441571871773,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1681.300048828125,1682.1099853515625,1680.028564453125,-4.762869367413991e-05
2023-01-31,29167.84,34.0059,100.25,3.914238255033557,1671.4599609375,29319.44,29213.32,29410.4,29299.948571428573,-0.0015568240788790266,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1681.219970703125,1671.3399658203125,1679.201416015625,-0.005805313959923453
2023-02-01,29319.44,34.0059,100.25,3.914238255033557,1685.75,29607.48,29167.84,29319.44,29308.61142857143,0.005197505197505059,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1671.4599609375,1681.300048828125,1679.4456961495537,0.008549435461490118
2023-02-02,29607.48,34.0059,100.25,3.914238255033557,1682.5799560546875,29258.8,29319.44,29213.32,29336.765714285713,0.009824198552223384,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1685.75,1681.219970703125,1679.3942696707588,-0.0018804947028400187
2023-02-03,29258.8,34.0059,100.25,3.914238255033557,1688.3599853515625,29167.84,29607.48,29167.84,29328.102857142858,-0.011776753712237631,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1682.5799560546875,1671.4599609375,1680.2871268136162,0.0034352182052781455
2023-02-06,29167.84,34.0059,100.25,3.914238255033557,1682.1099853515625,29213.32,29258.8,29319.44,29293.45142857143,-0.0031088082901553626,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1688.3599853515625,1685.75,1681.8257010323662,-0.0037018171801190825
2023-02-07,29213.32,34.0059,100.25,3.914238255033557,1680.489990234375,29213.32,29167.84,29607.48,29278.291428571425,0.0015592515592515177,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1682.1099853515625,1682.5799560546875,1681.7099783761162,-0.0009630732421155308
2023-02-08,29213.32,34.0059,100.25,3.914238255033557,1670.3399658203125,29213.32,29213.32,29258.8,29278.291428571425,0.0,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1680.489990234375,1688.3599853515625,1680.1556919642858,-0.0060399195907420156
2023-02-09,29213.32,34.0059,100.25,3.914238255033557,1669.1700439453125,29167.84,29213.32,29167.84,29284.78857142857,0.0,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1670.3399658203125,1682.1099853515625,1679.8285609654017,-0.0007004094369648106
2023-02-10,29167.84,34.0059,100.25,3.914238255033557,1664.5699462890625,29167.84,29213.32,29213.32,29263.131428571425,-0.0015568240788790266,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1669.1700439453125,1680.489990234375,1676.8028390066963,-0.0027559191305500663
