date,gold,fx,cpi,oil,set,gold_next,gold_lag1,gold_lag3,gold_roll7,gold_pct,fx_lag1,fx_lag3,fx_roll7,fx_pct,cpi_lag1,cpi_lag3,cpi_roll7,cpi_pct,oil_lag1,oil_lag3,oil_roll7,oil_pct,set_lag1,set_lag3,set_roll7,set_pct
2024-09-30,65764.08,34.7568,100.94,3.851561224489796,1448.8299560546875,65764.08,65764.08,65764.08,65764.08,0.0,34.7568,34.7568,34.7568,0.0,100.94,100.94,100.94,0.0,3.851561224489796,3.851561224489796,3.851561224489796,0.0,1450.1500244140625,1461.5799560546875,1453.8971296037946,-0.0009102977879191787
2024-10-01,65764.08,33.3638,100.77,3.6367414965986393,1464.6600341796875,65764.08,65764.08,65764.08,65764.08,0.0,34.7568,34.7568,34.5578,-0.04007848823827287,100.94,100.94,100.91571428571429,-0.0016841688131563615,3.851561224489796,3.851561224489796,3.8208726919339164,-0.055774714556072746,1448.8299560546875,1455.030029296875,1455.75,0.01092611183172032
2024-10-02,65764.08,33.3638,100.77,3.6367414965986393,1451.4000244140625,65764.08,65764.08,65764.08,65764.08,0.0,33.3638,34.7568,34.358799999999995,0.0,100.77,100.94,100.89142857142858,0.0,3.6367414965986393,3.851561224489796,3.7901841593780365,0.0,1464.6600341796875,1450.1500244140625,1456.25,-0.009053302101638572
2024-10-03,65764.08,33.3638,100.77,3.6367414965986393,1442.72998046875,65764.08,65764.08,65764.08,65764.08,0.0,33.3638,34.7568,34.1598,0.0,100.77,100.94,100.86714285714287,0.0,3.6367414965986393,3.851561224489796,3.7594956268221575,0.0,1451.4000244140625,1448.8299560546875,1453.4828578404017,-0.005973572963671847
2024-10-04,65764.08,33.3638,100.77,3.6367414965986393,1444.25,65764.08,65764.08,65764.08,65764.08,0.0,33.3638,33.3638,33.9608,0.0,100.77,100.77,100.84285714285714,0.0,3.6367414965986393,3.6367414965986393,3.7288070942662777,0.0,1442.72998046875,1464.6600341796875,1451.0071498325892,0.0010535717367958775
2024-10-07,65764.08,33.3638,100.77,3.6367414965986393,1452.199951171875,65764.08,65764.08,65764.08,65764.08,0.0,33.3638,33.3638,33.7618,0.0,100.77,100.77,100.81857142857143,0.0,3.6367414965986393,3.6367414965986393,3.698118561710398,0.0,1444.25,1451.4000244140625,1450.6028529575892,0.005504553347325691
2024-10-08,65764.08,33.3638,100.77,3.6367414965986393,1452.800048828125,65764.08,65764.08,65764.08,65764.08,0.0,33.3638,33.3638,33.562799999999996,0.0,100.77,100.77,100.7942857142857,0.0,3.6367414965986393,3.6367414965986393,3.6674300291545188,0.0,1452.199951171875,1442.72998046875,1450.9814278738838,0.00041323349154898104
2024-10-09,65764.08,33.3638,100.77,3.6367414965986393,1456.969970703125,65764.08,65764.08,65764.08,65764.08,0.0,33.3638,33.3638,33.3638,0.0,100.77,100.77,100.77,0.0,3.6367414965986393,3.6367414965986393,3.6367414965986393,0.0,1452.800048828125,1444.25,1452.144287109375,0.002870265511323078
2024-10-10,65764.08,33.3638,100.77,3.6367414965986393,1468.52001953125,65764.08,65764.08,65764.08,65764.08,0.0,33.3638,33.3638,33.3638,0.0,100.77,100.77,100.77,0.0,3.6367414965986393,3.6367414965986393,3.6367414965986393,0.0,1456.969970703125,1452.199951171875,1452.6957135881696,0.007927444669673545
2024-10-11,65764.08,33.3638,100.77,3.6367414965986393,1470.0999755859375,65764.08,65764.08,65764.08,65764.08,0.0,33.3638,33.3638,33.3638,0.0,100.77,100.77,100.77,0.0,3.6367414965986393,3.6367414965986393,3.6367414965986393,0.0,1468.52001953125,1452.800048828125,1455.3671351841517,0.001075883225066132
