Date,CPI_Index,mid_rate,buying_sight,selling,Petroleum_Price_USD_per_Gal,gold_buy,gold_sell,gold_bar_buy,gold_bar_sell,gold_bar_sell_hist,Bitcoin_Price_Close,SET_Index_Close,CPI_Index_MoM_Change,mid_rate_MoM_Change,gold_bar_sell_MoM_Change,gold_bar_sell_hist_MoM_Change,Petroleum_Price_USD_per_Gal_MoM_Change,SET_Index_Close_MoM_Change,Bitcoin_Price_Close_MoM_Change,CPI_Index_Lag_1M,CPI_Index_Lag_3M,Petroleum_Price_USD_per_Gal_Lag_1M,Petroleum_Price_USD_per_Gal_Lag_3M,Bitcoin_Price_Close_Lag_1M,Bitcoin_Price_Close_Lag_3M,mid_rate_RollMean_3M,mid_rate_RollStd_3M,SET_Index_Close_RollMean_3M,SET_Index_Close_RollStd_3M,gold_bar_sell_hist_RollMean_3M,gold_bar_sell_hist_RollStd_3M,Bitcoin_Price_Close_RollMean_3M,Bitcoin_Price_Close_RollStd_3M,Month_Num
2019-05-31,,,,,,,,,,,8574.501953125,,,,,,,,60.249301715742455,,,,,5350.7265625,3854.785400390625,,,,,,,6010.2109375,2306.382057666653,5
2019-06-30,,,,,,,,,,,10817.1552734375,,,,,,,,26.154910600902713,,,,,8574.501953125,4105.404296875,,,,,,,8247.461263020834,2747.849599719444,6
2019-07-31,,,,,,,,,,,10085.6279296875,,,,,,,,-6.7626591766352,,,,,10817.1552734375,5350.7265625,,,,,,,9825.76171875,1143.6875947860178,7
2019-08-31,,,,,,,,,,,9630.6640625,,,,,,,,-4.511011811652232,,,,,10085.6279296875,8574.501953125,,,,,,,10177.815755208334,598.5935973502183,8
2019-09-30,,,,,,,,,,,8293.8681640625,,,,,,,,-13.880620170759904,,,,,9630.6640625,10817.1552734375,,,,,,,9336.720052083334,931.3447671904381,9
2019-10-31,,,,,,,,,,,9199.5849609375,,,,,,,,10.9203182273802,,,,,8293.8681640625,10085.6279296875,,,,,,,9041.372395833334,682.2970250099722,10
2019-11-30,,,,,,,,,,,7569.6298828125,,,,,,,,-17.71770232076748,,,,,9199.5849609375,9630.6640625,,,,,,,8354.361002604166,816.6596150248203,11
2019-12-31,,,,,,,,,,,7193.59912109375,,,,,,,,-4.96762414464359,,,,,7569.6298828125,8293.8681640625,,,,,,,7987.604654947917,1066.3123276130905,12
2020-01-31,,,,,,,,,,,9350.529296875,,,,,,,,29.984019674608998,,,,,7193.59912109375,9199.5849609375,,,,,,,8037.91943359375,1152.197150372761,1
2020-02-29,,,,,,,,,,,8599.5087890625,,,,,,,,-8.031850219040493,,,,,9350.529296875,7569.6298828125,,,,,,,8381.21240234375,1094.9095534060239,2
2020-03-31,,,,,,,,,,,6438.64453125,,,,,,,,-25.127763815543148,,,,,8599.5087890625,7193.59912109375,,,,,,,8129.560872395833,1511.756099823726,3
2020-04-30,,,,,,,,,,,8658.5537109375,,,,,,,,34.477896223547646,,,,,6438.64453125,9350.529296875,,,,,,,7898.90234375,1264.9649145036663,4
2020-05-31,,,,,,,,,,,9461.05859375,,,,,,,,9.268347920493625,,,,,8658.5537109375,8599.5087890625,,,,,,,8186.085611979167,1565.620091113873,5
2020-06-30,,,,,,,,,,,9137.9931640625,,,,,,,,-3.4146858566219795,,,,,9461.05859375,6438.64453125,,,,,,,9085.868489583334,403.783677235277,6
2020-07-31,,,,,,,,,,,11323.466796875,,,,,,,,23.916341296986676,,,,,9137.9931640625,8658.5537109375,,,,,,,9974.1728515625,1179.6348719445004,7
2020-08-31,,,,,,,,,,,11680.8203125,,,,,,,,3.155866679660524,,,,,11323.466796875,9461.05859375,,,,,,,10714.093424479166,1376.5879583036085,8
2020-09-30,,,,,,,,,,,10784.4912109375,,,,,,,,-7.673511599209437,,,,,11680.8203125,9137.9931640625,,,,,,,11262.926106770834,451.2209502512868,9
2020-10-31,,,,,,,,,,,13780.9951171875,,,,,,,,27.785306210931694,,,,,10784.4912109375,11323.466796875,,,,,,,12082.102213541666,1538.0277267073525,10
2020-11-30,,,,,,,,,,,19625.8359375,,,,,,,,42.41232777902142,,,,,13780.9951171875,11680.8203125,,,,,,,14730.440755208334,4496.490788175399,11
2020-12-31,,,,,,,,,,,29001.720703125,,,,,,,,47.7731740726012,,,,,19625.8359375,10784.4912109375,,,,,,,20802.8505859375,7678.323023458993,12
2021-01-31,,,,,,,,,,,33114.359375,,,,,,,,14.180671257315613,,,,,29001.720703125,13780.9951171875,,,,,,,27247.305338541668,6913.287646598486,1
2021-02-28,,,,,,,,,,,45137.76953125,,,,,,,,36.308750593940786,,,,,33114.359375,19625.8359375,,,,,,,35751.283203125,8384.98917127557,2
2021-03-31,,,,,,,,,,,58918.83203125,,,,,,,,30.531110958991945,,,,,45137.76953125,29001.720703125,,,,,,,45723.653645833336,12912.209238297653,3
2021-04-30,,,,,,,,,,,57750.17578125,,,,,,,,-1.9835020649767054,,,,,58918.83203125,33114.359375,,,,,,,53935.592447916664,7641.511984707924,4
2021-05-31,,,,,,,,,,,37332.85546875,,,,,,,,-35.35455959448175,,,,,57750.17578125,45137.76953125,,,,,,,51333.954427083336,12139.378830419952,5
2021-06-30,,,,,,,,,,,35040.8359375,,,,,,,,-6.13941661432399,,,,,37332.85546875,58918.83203125,,,,,,,43374.622395833336,12502.229390617951,6
2021-07-31,,,,,,,,,,,41626.1953125,,,,,,,,18.79338548528313,,,,,35040.8359375,57750.17578125,,,,,,,37999.962239583336,3342.979674967212,7
2021-08-31,,,,,,,,,,,47166.6875,,,,,,,,13.31010952575873,,,,,41626.1953125,37332.85546875,,,,,,,41277.90625,6070.424036444143,8
2021-09-30,,,,,,,,,,,43790.89453125,,,,,,,,-7.157155076344934,,,,,47166.6875,35040.8359375,,,,,,,44194.592447916664,2792.219981641475,9
2021-10-31,,,,,,,,,,,61318.95703125,,,,,,,,40.02672858735883,,,,,43790.89453125,41626.1953125,,,,,,,50758.846354166664,9299.78213057449,10
2021-11-30,,,,,,,,,,,57005.42578125,,,,,,,,-7.034580264960633,,,,,61318.95703125,47166.6875,,,,,,,54038.42578125,9132.938218392623,11
2021-12-31,,,,,,,,,,,46306.4453125,,,,,,,,-18.768354629620298,,,,,57005.42578125,43790.89453125,,,,,,,54876.942708333336,7729.275979687307,12
2022-01-31,,,,,,,,,,,38483.125,,,,,,,,-16.894668246945244,,,,,46306.4453125,61318.95703125,,,,,,,47264.998697916664,9298.280755187701,1
2022-02-28,,,,,,,,,,,43193.234375,,,,,,,,12.239415003329391,,,,,38483.125,57005.42578125,,,,,,,42660.934895833336,3938.729773624316,2
2022-03-31,,,,,,,,,,,45538.67578125,,,,,,,,5.430112933630005,,,,,43193.234375,46306.4453125,,,,,,,42405.01171875,3593.211714270227,3
2022-04-30,,,,,,,,,,,37714.875,,,,,,,,-17.180562778839857,,,,,45538.67578125,38483.125,,,,,,,42148.928385416664,4015.0835503239277,4
2022-05-31,,,,,,,,,,,31792.310546875,,,,,,,,-15.703524015723236,,,,,37714.875,43193.234375,,,,,,,38348.620442708336,6895.060859327034,5
2022-06-30,,,,,,,,,,,19784.7265625,,,,,,,,-37.76883082049309,,,,,31792.310546875,45538.67578125,,,,,,,29763.970703125,9135.544736850881,6
2022-07-31,,,,,,,,,,,23336.896484375,,,,,,,,17.954101668545608,,,,,19784.7265625,37714.875,,,,,,,24971.311197916668,6168.387299556987,7
2022-08-31,,,,,,,,,,,20049.763671875,,,,,,,,-14.085561097213029,,,,,23336.896484375,31792.310546875,,,,,,,21057.12890625,1978.7789985339427,8
2022-09-30,,,,,,,,,,,19431.7890625,,,,,,,,-3.0822039575552185,,,,,20049.763671875,19784.7265625,,,,,,,20939.483072916668,2099.0870523964327,9
2022-10-31,,,,,,,,,,,20495.7734375,,,,,,,,5.475483351418764,,,,,19431.7890625,23336.896484375,,,,,,,19992.442057291668,534.3032969998889,10
2022-11-30,,,,,,,,,,,17168.56640625,,,,,,,,-16.233625149087516,,,,,20495.7734375,20049.763671875,,,,,,,19032.04296875,1699.2422904933933,11
2022-12-31,,,,,,,,,,,16547.49609375,,,,,,,,-3.617484988577191,,,,,17168.56640625,19431.7890625,,,,,,,18070.611979166668,2123.084585575053,12
2023-01-01,100.37,33.2294,32.9676,33.3927,3.254,,,,,,16547.49609375,,,,,,,,0.0,,,,,16547.49609375,20495.7734375,,,,,,,16754.51953125,358.57511210768473,1
2023-01-31,100.37,33.2294,32.9676,33.3927,3.254,,,,,30300.0,23139.283203125,1671.4599609375,0.0,0.0,,,0.0,,39.835556219679205,100.37,,3.254,,16547.49609375,17168.56640625,,,,,,,18744.758463541668,3805.7700620383725,1
2023-02-01,100.25,34.0059,33.7485,34.1668,3.304,,,,,30300.0,23139.283203125,1671.4599609375,-0.11955763674404984,2.3367860990568534,,0.0,1.536570374923163,0.0,0.0,100.37,,3.254,,23139.283203125,16547.49609375,33.48823333333333,0.4483124840257426,,,,,20942.020833333332,3805.7700620383725,2
2023-02-28,100.25,34.0059,33.7485,34.1668,3.304,,,,,30700.0,23147.353515625,1622.3499755859375,0.0,0.0,,1.320132013201314,0.0,-2.9381490732220295,0.034877106732977836,100.25,100.37,3.304,3.254,23139.283203125,16547.49609375,33.74706666666666,0.4483124840257426,1655.0899658203125,28.353663262623186,30433.333333333332,230.94010767585084,23141.973307291668,4.659397104008902,2
2023-03-01,99.99,34.5012,34.2474,34.6633,3.316,,,,,30700.0,23147.353515625,1622.3499755859375,-0.2593516209476343,1.456511958219009,,0.0,0.363196125907983,0.0,0.0,100.25,100.37,3.304,3.254,23147.353515625,23139.283203125,34.171,0.28596158832962076,1638.719970703125,28.353663262623186,30566.666666666668,230.94010767585084,23144.663411458332,4.659397104008902,3
2023-03-31,99.99,34.5012,34.2474,34.6633,3.316,,,,,32450.0,28478.484375,1609.1700439453125,0.0,0.0,,5.700325732899025,0.0,-0.8123975614980905,23.031275933019145,99.99,100.25,3.316,3.304,23147.353515625,23139.283203125,34.336099999999995,0.2859615883296172,1617.9566650390625,7.6094370806157094,31283.333333333332,1010.3629710818457,24924.397135416668,3077.929836745291,3
2023-04-01,100.17,34.28,34.0202,34.4441,3.493,,,,,32450.0,28478.484375,1609.1700439453125,0.18001800180018623,-0.6411371198682847,,0.0,5.337756332931254,0.0,0.0,99.99,100.25,3.316,3.304,28478.484375,23147.353515625,34.42746666666667,0.12770987954472648,1613.5633544921875,7.6094370806157094,31866.666666666668,1010.3629710818457,26701.440755208332,3077.929836745291,4
2023-04-30,100.17,34.28,34.0202,34.4441,3.493,,,,,32700.0,29268.806640625,1529.1199951171875,0.0,0.0,,0.7704160246533087,0.0,-4.974617140638582,2.7751556410733347,100.17,99.99,3.493,3.316,28478.484375,23147.353515625,34.35373333333333,0.1277098795447301,1582.4866943359375,46.21691723956066,32533.333333333332,144.33756729740705,28741.925130208332,456.2927728052473,4
2023-05-01,99.45,34.242,33.9846,34.4047,3.432,,,,,32700.0,29268.806640625,1529.1199951171875,-0.7187780772686447,-0.11085180863478206,,0.0,-1.7463498425422275,0.0,0.0,100.17,99.99,3.493,3.316,29268.806640625,28478.484375,34.26733333333333,0.021939310229162106,1555.8033447265625,46.21691723956066,32616.666666666668,144.33756729740705,29005.365885416668,456.2927728052473,5
2023-05-31,99.45,34.242,33.9846,34.4047,3.432,,,,,32700.0,27219.658203125,1533.5400390625,0.0,0.0,,0.0,0.0,0.28905801764587125,-7.0011342199917,99.45,100.17,3.432,3.493,29268.806640625,28478.484375,34.254666666666665,0.021939310229168257,1530.5933430989583,2.55191356165618,32700.0,0.0,28585.757161458332,1183.0764020001634,5
2023-06-01,100.05,34.9129,34.6592,35.076,3.446,,,,,32700.0,27219.658203125,1533.5400390625,0.6033182503770718,1.959289761112104,,0.0,0.40792540792542464,0.0,0.0,99.45,100.17,3.432,3.493,27219.658203125,29268.806640625,34.46563333333333,0.38734429559931566,1532.0666910807292,2.55191356165618,32700.0,0.0,27902.707682291668,1183.0764020001634,6
2023-06-30,100.05,34.9129,34.6592,35.076,3.446,,,,,32500.0,30477.251953125,1503.0999755859375,0.0,0.0,,-0.6116207951070374,0.0,-1.984953943241774,11.967798146804087,100.05,99.45,3.446,3.432,27219.658203125,29268.806640625,34.68926666666667,0.3873442955993121,1523.3933512369792,17.57457884234269,32633.333333333332,115.47005383792474,28305.522786458332,1880.7726284729667,6
2023-07-01,100.04,34.6291,34.3737,34.7922,3.477,,,,,32500.0,30477.251953125,1503.0999755859375,-0.009995002498741634,-0.8128800529317193,,0.0,0.8995937318630132,0.0,0.0,100.05,99.45,3.446,3.432,30477.251953125,27219.658203125,34.8183,0.16385200639599048,1513.2466634114583,17.57457884234269,32566.666666666668,115.47005383792474,29391.387369791668,1880.7726284729667,7
2023-07-31,100.04,34.6291,34.3737,34.7922,3.477,,,,,32250.0,29230.111328125,1556.06005859375,0.0,0.0,,-0.7692307692307665,0.0,3.5233905839940904,-4.092037651288716,100.04,100.05,3.477,3.446,30477.251953125,27219.658203125,34.7237,0.16385200639599765,1520.7533365885417,30.57651818086544,32416.666666666668,144.33756729740705,30061.538411458332,720.0369755611297,7
2023-08-01,100.58,35.0376,34.7827,35.2009,3.727,,,,,32250.0,29230.111328125,1556.06005859375,0.5397840863654357,1.1796437100588753,,0.0,7.190106413574915,0.0,0.0,100.04,100.05,3.477,3.446,29230.111328125,30477.251953125,34.76526666666667,0.23584758496394825,1538.4066975911458,30.57651818086544,32333.333333333332,144.33756729740705,29645.824869791668,720.0369755611297,8
2023-08-31,100.58,35.0376,34.7827,35.2009,3.727,,,,,32650.0,25931.47265625,1565.93994140625,0.0,0.0,,1.240310077519391,0.0,0.6349294012101714,-11.285070504336648,100.58,100.04,3.727,3.477,29230.111328125,30477.251953125,34.90143333333333,0.2358475849639457,1559.3533528645833,5.704153001358865,32383.333333333332,230.9401076758509,28130.565104166668,1904.4699251663649,8
2023-09-01,100.22,35.8346,35.5834,35.9978,3.69,,,,,32650.0,25931.47265625,1565.93994140625,-0.3579240405647277,2.2746991803091587,,0.0,-0.9927555674805411,0.0,0.0,100.58,100.04,3.727,3.477,25931.47265625,29230.111328125,35.303266666666666,0.4601481645441195,1562.6466471354167,5.704153001358865,32516.666666666668,230.9401076758509,27031.018880208332,1904.4699251663649,9
2023-09-30,100.22,35.8346,35.5834,35.9978,3.69,,,,,32650.0,26967.916015625,1471.4300537109375,0.0,0.0,,0.0,0.0,-6.035345621904275,3.9968549920561314,100.22,100.58,3.69,3.727,25931.47265625,29230.111328125,35.568933333333334,0.4601481645441134,1534.4366455078125,54.56530910196997,32650.0,0.0,26276.953776041668,598.3908525350305,9
2023-10-01,99.94,36.5168,36.2664,36.6788,3.439,,,,,32650.0,26967.916015625,1471.4300537109375,-0.2793853522251033,1.9037466582576767,,0.0,-6.8021680216802105,0.0,0.0,100.22,100.58,3.69,3.727,26967.916015625,25931.47265625,36.062000000000005,0.3938683536411304,1502.933349609375,54.56530910196997,32650.0,0.0,26622.434895833332,598.3908525350305,10
2023-10-31,99.94,36.5168,36.2664,36.6788,3.439,,,,,34500.0,34667.78125,1381.8299560546875,0.0,0.0,,5.666156202143946,0.0,-6.089320890944094,28.55194754356902,99.94,100.22,3.439,3.69,26967.916015625,25931.47265625,36.28940000000001,0.39386835364112777,1441.5633544921875,51.730640501252694,33266.666666666664,1068.0979980008087,29534.537760416668,4445.519265790256,10
2023-11-01,99.7,35.4643,35.2124,35.6268,3.172,,,,,34500.0,34667.78125,1381.8299560546875,-0.24014408645186558,-2.882235026070201,,0.0,-7.763884850247161,0.0,0.0,99.94,100.22,3.439,3.69,34667.78125,26967.916015625,36.16596666666667,0.6076611583220615,1411.6966552734375,51.730640501252694,33883.333333333336,1068.0979980008087,32101.159505208332,4445.519265790256,11
2023-11-30,99.7,35.4643,35.2124,35.6268,3.172,,,,,34400.0,37712.74609375,1380.1800537109375,0.0,0.0,,-0.28985507246376274,0.0,-0.1193998101228555,8.783270039094294,99.7,99.94,3.172,3.439,34667.78125,26967.916015625,35.815133333333335,0.6076611583220676,1381.2799886067708,0.9525715623006241,34466.666666666664,57.73502691896159,35682.76953125,1758.0112722120346,11
2023-12-01,99.24,34.9726,34.7205,35.1349,3.014,,,,,34400.0,37712.74609375,1380.1800537109375,-0.46138415245737807,-1.3864646983022366,,0.0,-4.981084489281217,0.0,0.0,99.7,99.94,3.172,3.439,37712.74609375,34667.78125,35.3004,0.2838831273605226,1380.7300211588542,0.9525715623006241,34433.333333333336,57.73502691896159,36697.7578125,1758.0112722120346,12
2023-12-31,99.24,34.9726,34.7205,35.1349,3.014,,,,,34150.0,42265.1875,1415.8499755859375,0.0,0.0,,-0.7267441860465129,0.0,2.584439746038436,12.071360157473276,99.24,99.7,3.014,3.172,37712.74609375,34667.78125,35.136500000000005,0.2838831273605252,1392.0700276692708,20.594038996504203,34316.666666666664,144.33756729740543,39230.2265625,2628.353271368453,12
2024-01-01,99.26,35.1766,34.9266,35.3374,2.957,,,,,34150.0,42265.1875,1415.8499755859375,0.020153164046776695,0.5833137942274913,,0.0,-1.8911745189117424,0.0,0.0,99.24,99.7,3.014,3.172,42265.1875,37712.74609375,35.040600000000005,0.11777945491465436,1403.9600016276042,20.594038996504203,34233.333333333336,144.33756729740543,40747.70703125,2628.353271368453,1
2024-01-31,99.26,35.1766,34.9266,35.3374,2.957,,,,,34700.0,42582.60546875,1364.52001953125,0.0,0.0,,1.6105417276720324,0.0,-3.625381003622574,0.7510151676246579,99.26,99.24,2.957,3.014,42265.1875,37712.74609375,35.1086,0.11777945491465179,1398.739990234375,29.63536394566549,34333.333333333336,317.5426480542931,42370.993489583336,183.2613497036796,1
2024-02-01,99.48,35.8541,35.5978,36.018,3.102,,,,,34700.0,42582.60546875,1364.52001953125,0.22164013701391205,1.9259962588766388,,0.0,4.903618532296239,0.0,0.0,99.26,99.24,2.957,3.014,42582.60546875,42265.1875,35.402433333333335,0.39115480737595687,1381.6300048828125,29.63536394566549,34516.666666666664,317.5426480542931,42476.799479166664,183.2613497036796,2
2024-02-29,99.48,35.8541,35.5978,36.018,3.102,,,,,35100.0,61198.3828125,1370.6700439453125,0.0,0.0,,1.1527377521613813,0.0,0.4507097240079583,43.716858418659974,99.48,99.26,3.102,2.957,42582.60546875,42265.1875,35.62826666666667,0.3911548073759507,1366.5700276692708,3.5507182509817876,34833.333333333336,230.94010767584928,48787.864583333336,10747.824060588202,2
2024-03-01,99.51,35.9495,35.6955,36.113,3.318,,,,,35100.0,61198.3828125,1370.6700439453125,0.03015681544029647,0.2660783564501612,,0.0,6.963249516441006,0.0,0.0,99.48,99.26,3.102,2.957,61198.3828125,42582.60546875,35.8859,0.055079215680473435,1368.6200358072917,3.5507182509817876,34966.666666666664,230.94010767584928,54993.123697916664,10747.824060588202,3
2024-03-31,99.51,35.9495,35.6955,36.113,3.318,,,,,39050.0,71333.6484375,1377.93994140625,0.0,0.0,,11.253561253561251,0.0,0.5303900448580645,16.561329171152273,99.51,99.48,3.318,3.102,61198.3828125,42582.60546875,35.9177,0.055079215680461126,1373.0933430989583,4.197277256053275,36416.666666666664,2280.5335632990227,64576.8046875,5851.598336902118,3
2024-04-01,100.36,36.7868,36.5311,36.9506,3.466,,,,,39050.0,71333.6484375,1377.93994140625,0.8541855089940542,2.3291005438184076,,0.0,4.460518384569023,0.0,0.0,99.51,99.48,3.318,3.102,71333.6484375,61198.3828125,36.2286,0.48341538039242793,1375.5166422526042,4.197277256053275,37733.333333333336,2280.5335632990227,67955.2265625,5851.598336902118,4
2024-04-30,100.36,36.7868,36.5311,36.9506,3.466,,,,,41150.0,60636.85546875,1367.949951171875,0.0,0.0,,5.377720870678626,0.0,-0.7249946049302958,-14.995437921729394,100.36,99.51,3.466,3.318,71333.6484375,61198.3828125,36.5077,0.4834153803924105,1374.6099446614583,5.767723551018106,39750.0,1212.435565298214,67768.05078125,6175.7962999735155,4
2024-05-01,100.98,36.6324,36.3757,36.7966,3.459,,,,,41150.0,60636.85546875,1367.949951171875,0.6177760063770465,-0.41971576761230533,,0.0,-0.20196191575303502,0.0,0.0,100.36,99.51,3.466,3.318,60636.85546875,71333.6484375,36.73533333333333,0.0891428815624619,1371.2799479166667,5.767723551018106,40450.0,1212.435565298214,64202.453125,6175.7962999735155,5
2024-05-31,100.98,36.6324,36.3757,36.7966,3.459,,,,,41300.0,67491.4140625,1345.6600341796875,0.0,0.0,,0.36452004860267895,0.0,-1.6294395107871118,11.304277803921714,100.98,100.36,3.459,3.466,60636.85546875,71333.6484375,36.68386666666667,0.08914288156247678,1360.5199788411458,12.869089575653835,41200.0,86.60254037844118,62921.708333333336,3957.4812492776355,5
2024-06-01,100.67,36.7057,36.4513,36.8709,3.326,,,,,41300.0,67491.4140625,1345.6600341796875,-0.3069914834620713,0.20009608980029459,,0.0,-3.8450419196299546,0.0,0.0,100.98,100.36,3.459,3.466,67491.4140625,60636.85546875,36.65683333333333,0.04231977473076855,1353.0900065104167,12.869089575653835,41250.0,86.60254037844118,65206.561197916664,3957.4812492776355,6
2024-06-30,100.67,36.7057,36.4513,36.8709,3.326,,,,,41000.0,62678.29296875,1300.9599609375,0.0,0.0,,-0.7263922518159771,0.0,-3.3217954094502455,-7.131456883230869,100.67,100.98,3.326,3.459,67491.4140625,60636.85546875,36.681266666666666,0.042319774730756245,1330.760009765625,25.80759931917294,41200.0,173.2050807568864,65887.04036458333,2778.8567591188425,6
2024-07-01,100.86,36.3001,36.0442,36.4647,3.378,,,,,41000.0,62678.29296875,1300.9599609375,0.18873547233535515,-1.1050054896105999,,0.0,1.5634395670474976,0.0,0.0,100.67,100.98,3.326,3.459,62678.29296875,67491.4140625,36.5705,0.2341732691831704,1315.8599853515625,25.80759931917294,41100.0,173.2050807568864,64282.666666666664,2778.8567591188385,7
2024-07-31,100.86,36.3001,36.0442,36.4647,3.378,,,,,41350.0,64619.25,1320.8599853515625,0.0,0.0,,0.8536585365853666,0.0,1.5296415732673374,3.0966973402063003,100.86,100.67,3.378,3.326,62678.29296875,67491.4140625,36.4353,0.2341732691831853,1307.5933024088542,11.489284452339076,41116.666666666664,202.0725942163689,63325.278645833336,1120.6120644777059,7
2024-08-01,100.94,34.7568,34.5019,34.9201,3.295,,,,,41350.0,64619.25,1320.8599853515625,0.0793178663494043,-4.251503439384474,,0.0,-2.457075192421554,0.0,0.0,100.86,100.67,3.378,3.326,64619.25,62678.29296875,35.785666666666664,0.8910246704403381,1314.2266438802083,11.489284452339076,41233.333333333336,202.0725942163689,63972.264322916664,1120.6120644777059,8
2024-08-31,100.94,34.7568,34.5019,34.9201,3.295,,,,,40950.0,58969.8984375,1359.0699462890625,0.0,0.0,,-0.96735187424426,0.0,2.8928093334078753,-8.742521094720225,100.94,100.86,3.295,3.378,64619.25,62678.29296875,35.271233333333335,0.8910246704403539,1333.5966389973958,22.060531232990744,41216.666666666664,230.94010767584825,62736.1328125,3261.6546453562155,8
2024-09-01,100.84,33.3626,33.1088,33.5273,3.106,,,,,40950.0,58969.8984375,1359.0699462890625,-0.09906875371507029,-4.01130138562813,,0.0,-5.735963581183611,0.0,0.0,100.94,100.86,3.295,3.378,58969.8984375,64619.25,34.29206666666666,0.8049417453042121,1346.3332926432292,22.060531232990744,41083.333333333336,230.94010767584825,60853.015625,3261.6546453562155,9
2024-09-30,100.84,33.3626,33.1088,33.5273,3.106,,,,,40900.0,63329.5,1448.8299560546875,0.0,0.0,,-0.12210012210012167,0.0,6.604517303227442,7.392927032290175,100.84,100.94,3.106,3.295,58969.8984375,64619.25,33.827333333333335,0.804941745304228,1388.9899495442708,51.82296580064706,40933.333333333336,28.867513459474274,60423.098958333336,2517.017135668897,9
2024-10-01,100.77,33.3638,33.1108,33.5266,3.036,,,,,40900.0,63329.5,1448.8299560546875,-0.06941689805632922,0.00359684197273058,,0.0,-2.253702511268507,0.0,0.0,100.84,100.94,3.106,3.295,63329.5,58969.8984375,33.363,0.0006928204024169229,1418.9099527994792,51.82296580064706,40916.666666666664,28.867513459474274,61876.299479166664,2517.017135668897,10
