report_date,latest_date,current_price,change_30d,change_30d_pct,volatility,trend_7d,avg_change_7d_pct
2025-11-19 23:51:13,2025-11-06,61400.0,4200.0,7.3426573426573425,3.956412596215344,คงที่,-0.04017456729588642
