report_date,latest_date,current_price,change_30d,change_30d_pct,volatility,trend_7d,avg_change_7d_pct
2025-11-22 00:54:19,2025-11-19,61409.8,-3414.3600000000006,-5.267110287275608,1.6340503198537197,คงที่,-0.01504354093357548
