report_date,latest_date,current_price,change_30d,change_30d_pct,volatility,trend_7d,avg_change_7d_pct
2025-11-21 23:57:41,2025-11-18,61773.91,-576.0899999999965,-0.9239615076182782,2.7934212815539783,คงที่,0.03274378983865549
