report_date,latest_date,current_price,change_30d,change_30d_pct,volatility,trend_7d,avg_change_7d_pct
2025-11-26 21:20:38,2025-11-18,61573.91,570.070000000007,0.9344821571888049,2.4510035331203266,คงที่,0.03285176786354167
